# [1]Quality	[2]Number of sites	[3]Marginal Ts/Tv
3879.6	11	1.750000	1.750000
2315.2	22	2.666667	2.142857
2129.2	33	0.833333	1.538462
2102.2	44	2.666667	1.750000
2051.2	55	4.500000	2.055556
2016.2	67	1.000000	1.791667
1960.2	78	1.200000	1.689655
1923.2	89	1.200000	1.617647
1905.2	100	2.666667	1.702703
1879.2	111	2.666667	1.775000
1850.2	123	3.000000	1.860465
1832.2	135	2.000000	1.872340
1810.2	146	2.666667	1.920000
1796.2	158	3.000000	1.981132
1786.2	172	2.500000	2.017544
1768.2	183	1.750000	2.000000
1751.2	195	3.000000	2.046875
1740.2	206	1.200000	1.985507
1725.2	217	1.750000	1.972603
1712.2	228	1.750000	1.961039
1698.2	239	1.750000	1.950617
1688.2	250	1.200000	1.906977
1676.2	261	0.375000	1.776596
1663.2	272	1.200000	1.747475
1642.2	295	3.000000	1.892157
1631.2	306	1.750000	1.886792
1616.2	318	5.000000	1.944444
1602.2	329	1.750000	1.937500
1594.2	340	4.500000	1.982456
1584.2	351	1.200000	1.949580
1576.2	362	1.200000	1.919355
1564.2	374	1.400000	1.899225
1554.2	385	0.833333	1.851852
1544.2	397	1.000000	1.815603
1534.2	408	2.666667	1.833333
1524.2	419	1.750000	1.831081
1512.2	431	2.000000	1.835526
1505.2	443	5.000000	1.876623
1498.2	456	1.600000	1.867925
1493.2	468	2.000000	1.871166
1485.2	481	3.333333	1.897590
1472.2	493	2.000000	1.900000
1465.2	504	1.750000	1.896552
1460.2	516	2.000000	1.898876
1453.2	528	1.400000	1.885246
1443.2	540	1.000000	1.857143
1434.2	551	4.500000	1.884817
1420.2	562	2.666667	1.896907
1412.2	573	2.666667	1.908629
1407.2	584	4.500000	1.934673
1400.2	595	2.666667	1.945545
1394.2	606	1.200000	1.927536
1383.2	617	1.200000	1.910377
1374.2	630	3.333333	1.930233
1366.2	642	1.400000	1.918182
1359.2	656	1.800000	1.915556
1349.2	667	4.500000	1.938326
1343.2	678	4.500000	1.960699
1333.2	690	3.000000	1.974138
1323.2	701	2.666667	1.982979
1313.2	713	1.000000	1.958506
1303.1	724	1.750000	1.955102
1292.2	735	10.000000	1.987805
1285.2	747	1.400000	1.976096
1275.2	758	1.750000	1.972549
1265.2	769	4.500000	1.992218
1254.2	780	1.750000	1.988506
1243.2	792	2.000000	1.988679
1235.2	803	0.571429	1.952206
1228.2	815	3.000000	1.963636
1208.2	826	2.666667	1.971223
1193.2	839	1.166667	1.954225
1184.2	851	2.000000	1.954861
1171.2	863	3.000000	1.965636
1166.2	875	3.000000	1.976190
1158.2	886	2.666667	1.983165
1145.2	898	2.000000	1.983389
1127.2	912	1.333333	1.970684
1115.2	923	0.833333	1.948882
1101.2	936	1.600000	1.943396
1090.2	947	2.666667	1.950156
1073.2	958	0.571429	1.920732
1050.2	969	0.833333	1.901198
1035.2	980	2.666667	1.908012
1013.2	991	2.666667	1.914706
977.2	1002	0.833333	1.895954
962.2	1013	4.500000	1.910920
934.2	1024	1.200000	1.900850
916.2	1036	3.000000	1.910112
865.2	1048	2.000000	1.911111
802.2	1059	0.833333	1.893443
570.2	1070	1.200000	1.884097
302.2	1073	0.000000	1.868984
