# [1]Quality	[2]Number of sites	[3]Marginal Ts/Tv
1947.2	2	0.000000	1.000000
1921.2	3	0.000000	0.500000
1880.2	5	0.000000	0.666667
1878.2	7	1.000000	0.750000
1814.2	9	0.000000	0.800000
1760.2	11	0.000000	0.833333
1734.2	14	0.000000	1.000000
1572.2	24	0.000000	2.000000
1570.2	25	0.000000	1.777778
1565.2	26	0.000000	1.600000
1547.2	28	0.000000	1.545455
1529.2	30	0.000000	1.500000
1437.2	32	0.000000	1.461538
1414.2	34	0.000000	1.428571
1400.2	36	0.000000	1.400000
1373.2	39	0.000000	1.437500
1354.2	43	0.000000	1.529412
1351.2	44	0.000000	1.444444
1341.2	45	0.000000	1.368421
1323.2	48	0.000000	1.400000
1288.2	51	0.000000	1.428571
1258.2	54	0.000000	1.454545
1253.2	55	0.000000	1.391304
1078.2	68	0.000000	1.833333
994.2	70	0.000000	1.800000
963.2	73	0.000000	1.807692
961.2	74	0.000000	1.740741
297.2	81	0.000000	1.892857
